forbid;verbieten
wherever;wo auch immer
tower;Turm
bathe;baden
lodge;Hütte
swallow;schlucken
multiply;multiplizieren
bow;Bogen
kingdom;Königreich
garage;Garage
permission;Erlaubnis
pump;Pumpe
prevention;Verhütung
urgent;dringend
aunt;Tante
zero;Null
idle;Leerlauf
fever;Fieber
christmas;Weihnachten
regret;Reue
jaw;Kiefer
soap;Seife
pronounce;aussprechen
empire;Reich
bowl;Schüssel
outline;Gliederung
organ;Organ
imitation;Nachahmung
caution;Vorsicht
mineral;Mineral
disagree;verschiedener Meinung sein
blade;Klinge
trick;Trick
treasure;Schatz
immense;immens
convenience;Bequemlichkeit
disapprove;missbilligen
destructive;destruktiv
fork;Gabel
noon;Mittag
ownership;Eigentum
tune;Melodie
polish;Polieren
poison;Gift
shame;Schande
loyalty;Loyalität
cottage;Hütte
astonish;erstaunen
shave;rasieren
feather;Feder
sauce;Soße
lid;Deckel
debt;Schuld
fade;verblassen
confess;bekennen
classification;Einstufung
descend;absteigen
cape;Kap
mild;leicht
clever;Clever
envelope;Umschlag
invention;Erfindung
sheep;Schaf
splendid;prächtig
stamp;Briefmarke
float;schweben
brick;Schrotten
rice;Reis
businessman;Geschäftsmann
backward;rückwärts
qualification;Qualifikation
artificial;künstlich
attraction;Attraktion
lamp;Lampe
curl;lockern
shower;Dusche
elder;ältere
bunch;Bündel
bell;Glocke
steer;steuern
flavor;Geschmack
spit;Spucke
rob;rauben
cream;Creme
interrupt;unterbrechen
pen;Kuli
weave;weben
orange;Orange
rescue;Rettung
crush;zerquetschen
humble;bescheiden
fancy;schick
decay;Verfall
polite;höflich
tribe;Stamm
bleed;bluten
coin;Münze
fond;gern
autumn;Herbst
classify;klassifizieren
omit;auslassen
loyal;treu
needle;Nadel
lessen;verringern
complaint;Beschwerde
pad;Pad
steep;steil
skirt;Rock
curtain;Vorhang
calculation;Berechnung
laughter;Lachen
solemn;feierlich
grease;Fett
interfere;stören
explode;explodieren
fasten;befestigen
flag;Flagge
resign;zurücktreten
postpone;verschieben
patience;Geduld
boast;Prahlerei
rope;Seil
envy;Neid
airplane;Flugzeug
rid;loswerden
shield;Schild
veil;Schleier
kneel;knien
tray;Tablett
explosive;explosiv
brass;Messing
taxi;Taxi
wax;Wachs
duck;Ente
button;Taste
invent;erfinden
remedy;Abhilfe
bush;Busch
thunder;Donner
weaken;schwächen
poverty;Armut
scrape;kratzen
arrow;Pfeil
tender;zart
cruel;grausam
soften;erweichen
mouse;Maus
hay;Heu
anyhow;jedenfalls
alike;wie
circular;kreisförmig
juice;Saft
shelf;Regal
bake;backen
hatred;Hass
cautious;zurückhaltend
basket;Korb
wreck;Wrack
width;Breite
confident;zuversichtlich
log;Protokoll
heap;Haufen
suck;saugen
ladder;Leiter
gap;Lücke
obey;gehorchen
hut;Hütte
axe;Axt
translation;Übersetzung
collar;Kragen
delivery;Lieferung
reproduce;reproduzieren
confession;Geständnis
pan;Pfanne
prejudice;Vorurteil
voyage;Reise
tobacco;Tabak
simplicity;Einfachheit
paste;Einfügen
cake;Kuchen
elephant;Elefant
ribbon;Schleife
harvest;Ernte
ashamed;beschämt
cave;Höhle
customary;üblich
thief;Dieb
damp;Feuchtigkeit
sew;nähen
rust;Rost
separation;Trennung
waiter;Kellner
pet;Haustier
straw;Stroh
upset;verärgern
towel;Handtuch
refresh;Aktualisierung
essence;Wesen
fur;Fell
ambitious;ehrgeizig
defendant;Beklagte
daylight;Tageslicht
dip;tauchen
suspicious;verdächtig
imaginary;imaginär
ash;Asche
carriage;Wagen
educator;Erzieher
saw;gesehen
stove;Herd
rubber;Gummi
rug;Teppich
misery;Elend
awkward;unangenehm
rival;Rivale
roast;braten
deed;Tat
preference;Bevorzugung
explosion;Explosion
theatrical;theatralisch
cultivate;pflegen
collector;Kollektor
miserable;miserabel
wrist;Handgelenk
rabbit;Hase
accustom;gewöhnen
tide;Tide
insult;Beleidigung
thumb;Daumen
lump;Klumpen
annoy;ärgern
toy;Spielzeug
heal;heilen
shallow;seicht
repetition;Wiederholung
soup;Suppe
whistle;Pfeife
scenery;Landschaft
apple;Apfel
offense;Delikt
cork;Kork
ripe;reif
temper;Temperament
sore;wund
pinch;Prise
diamond;Diamant
razor;Rasierer
imaginative;fantasievoll
hook;Haken
copper;Kupfer
landlord;Vermieter
influential;einflussreich
rot;verrotten
hollow;hohl
enclose;beifügen
harden;härten
wicked;böse
stiffen;versteifen
silk;die Seide
upright;aufrecht
selfish;egoistisch
stripe;Streifen
pig;Schwein
inward;innere
excellence;Exzellenz
rake;Rechen
purple;Violett
hasten;eilen
shorten;verkürzen
applause;Beifall
ache;schmerzen
apology;Entschuldigung
knot;Knoten
nephew;Neffe
cushion;Kissen
drown;ertrinken
nursery;Kindergarten
pint;Pint
fierce;erbittert
imitate;imitieren
aloud;laut
gaiety;Fröhlichkeit
robbery;Raub
tighten;spannen
perfection;Perfektion
scorn;Verachtung
whoever;wer auch immer
trunk;Kofferraum
wool;wolle
sailor;Seemann
competitor;Wettbewerber
moonlight;Mondlicht
deer;Hirsch
bean;Bohne
everyday;jeden Tag
drawer;Schublade
disregard;außer Acht lassen
nowadays;heutzutage
patriotic;patriotisch
tin;Zinn
penny;Penny
cage;Käfig
pardon;Begnadigung
lately;in letzter Zeit
offend;beleidigen
coarse;grob
spoil;verwöhnen
horizontal;horizontal
sting;Stachel
ditch;Graben
librarian;Bibliothekar
meantime;inzwischen
cough;Husten
deaf;taub
sword;Schwert
messenger;Bote
vain;vergeblich
castle;Schloss
elastic;elastisch
comb;Kamm
rod;Stange
widen;erweitern
sorrow;Kummer
inventor;Erfinder
cliff;Cliff
umbrella;Regenschirm
interruption;Unterbrechung
merry;Fröhlich
gallon;Gallone
conquest;Eroberung
headache;Kopfschmerzen
tailor;Schneider
bucket;Eimer
scent;Duft
signature;Unterschrift
cart;Wagen
darken;verdunkeln
sometime;irgendwann
applaud;applaudieren
underneath;unterhalb
hello;Hallo
pretense;anspruch
descent;Abstieg
conquer;erobern
framework;Rahmen
confidential;geheim
adoption;Annahme
disgust;der Ekel
waist;Taille
momentary;momentan
receipt;Kassenbon
pearl;Perle
ray;Strahl
lazy;faul
limb;Glied
grammatical;grammatikalisch
beast;Tier
monkey;Affe
jewel;Juwel
persuasion;Überzeugung
obedience;Gehorsam
sock;Socke
vowel;Vokal
hammer;Hammer
inn;Gasthaus
chimney;Schornstein
dissatisfaction;Unzufriedenheit
annoyance;Ärger
ornament;Ornament
honesty;Ehrlichkeit
outward;nach außen
sharpen;schärfen
handkerchief;Taschentuch
greed;Gier
heavenly;paradiesisch
thirst;Durst
niece;Nichte
spill;verschütten
loaf;Laib
wheat;Weizen
worm;Wurm
secrecy;Geheimhaltung
rude;unhöflich
heighten;erhöhen
flatten;ebnen
loosen;lösen
cheese;Käse
rivalry;Rivalität
royalty;Lizenzgebühr
discontent;Unzufriedenheit
complication;Komplikation
fright;Schreck
indoor;innen
flour;Mehl
actress;Darstellerin
congratulation;Glückwunsch
ounce;Unze
fry;Braten
everlasting;ewig.
goat;Ziege
ink;Tinte
disappearance;Verschwinden
reproduction;Reproduktion
thicken;verdicken
avoidance;Vermeidung
spoon;Löffel
strap;Gurt
deceive;täuschen
lengthen;verlängern
revenge;Rache
correction;Korrektur
descendant;Nachfahre
hesitation;Zögern
spade;Spaten
basin;Becken
weed;Gras
omission;Unterlassung
old-fashioned;altmodisch
bicycle;Fahrrad
breadth;Breite
photography;Fotografie
coward;Feigling
mat;Matte
rejoice;jubeln
cheat;schummeln
congratulate;gratulieren
discomfort;leichte Schmerzen
enclosure;Gehege
attentive;aufmerksam
paw;Pfote
overflow;Überlauf
dissatisfy;nicht befriedigen
multiplication;Multiplikation
whichever;was auch immer
tidy;aufgeräumt
bribe;bestechen
mend;heilen
stocking;Strumpf
feast;Fest
nuisance;Belästigung
thorn;Dorn
tame;zähmen
inclusive;inklusive.
homemade;hausgemacht
handwriting;Handschrift
chalk;Kreide
sour;sauer
slippery;rutschig
procession;Prozession
ripen;reifen
jealous;eifersüchtig
jealousy;Eifersucht
liar;Lügner
homecoming;Heimkehr
barber;Barbier
whiten;Whiten
berry;Beere
lighten;erleichtern
pigeon;Taube
hinder;behindern
bravery;Mut
baggage;Gepäck
noun;Substantiv
amongst;unter
grammar;Grammatik
cultivation;Anbau
companionship;Gesellschaft
rubbish;Müll
modesty;Bescheidenheit
woolen;Woll-
deepen;vertiefen
pastry;Gebäck
cupboard;Schrank
quart;Quart
canal;Kanal
notebook;Notizbuch
deceit;Betrug
parcel;Paket
brighten;aufhellen
moderation;Mäßigung
punctual;pünktlich
hurrah;Hurra
lipstick;Lippenstift
uppermost;oberste
fatten;mästen
conqueror;Eroberer
hindrance;Hindernis
cowardice;Feigheit
obedient;Gehorsam
saucer;Untertasse
madden;verrückt machen
scold;schelten
weekday;Wochentag
rotten;verfault
disrespect;Respektlosigkeit
widower;Witwer
deafen;taub
donkey;Esel
businesslike;sachlich
motherhood;Mutterschaft
sadden;betrüben
handshake;Handshake
calculator;Taschenrechner
headdress;Kopfschmuck
scissors;Schere
translator;Übersetzer
possessor;Besitzer
shilling;Schilling
redden;röten
motherly;mütterlich
whose;deren
cultivator;Grubber
whom;wem
homework;Hausaufgaben
electrician;Elektriker
oar;Ruder
bribery;Bestechung
sweeten;versüßen
sow;Sau
pronunciation;Aussprache
beak;Schnabel
plural;Plural-
